"biotypes"	"length"	"gc"
"ENSG00000113811"	"protein_coding"	795	45.49
"ENSG00000168003"	"protein_coding"	1134	55.56
"ENSG00000264716"	"miRNA"	101	56.44
"ENSG00000248507"	"pseudogene"	923	35.86
"ENSG00000231107"	"lincRNA"	884	46.66
"ENSG00000248506"	"pseudogene"	1371	50.91
"ENSG00000197745"	"protein_coding"	434	45.16
"ENSG00000116337"	"protein_coding"	1417	60.88
"ENSG00000255476"	"antisense"	586	38.91
"ENSG00000159873"	"protein_coding"	1328	51.10
"ENSG00000159871"	"protein_coding"	2486	53.64
"ENSG00000172375"	"protein_coding"	1855	61.57
"ENSG00000231106"	"lincRNA"	811	48.95
"ENSG00000223358"	"antisense"	993	45.87
"ENSG00000223356"	"antisense"	433	50.35
"ENSG00000223353"	"pseudogene"	799	50.69
"ENSG00000223351"	"lincRNA"	397	33.90
"ENSG00000223350"	"IG_V_gene"	409	58.19
"ENSG00000260107"	"lincRNA"	504	55.36
"ENSG00000260105"	"pseudogene"	1052	57.12
"ENSG00000260104"	"pseudogene"	176	48.30
"ENSG00000260103"	"pseudogene"	1812	46.00
"ENSG00000260102"	"lincRNA"	2829	51.29
"ENSG00000260101"	"lincRNA"	1907	37.49
"ENSG00000260100"	"lincRNA"	964	47.61
"ENSG00000121764"	"protein_coding"	1492	61.73
"ENSG00000260109"	"pseudogene"	534	39.33
"ENSG00000260108"	"3prime_overlapping_ncrna"	2421	39.12
"ENSG00000196408"	"protein_coding"	1112	67.40
"ENSG00000196409"	"protein_coding"	2629	41.47
"ENSG00000196406"	"protein_coding"	682	51.03
"ENSG00000196407"	"protein_coding"	1652	54.99
"ENSG00000217289"	"pseudogene"	1152	56.25
"ENSG00000066336"	"protein_coding"	1130	64.79
"ENSG00000196400"	"protein_coding"	1188	40.99
"ENSG00000104859"	"protein_coding"	2292	62.95
"ENSG00000104852"	"protein_coding"	2712	63.42
"ENSG00000104853"	"protein_coding"	2374	59.80
"ENSG00000124181"	"protein_coding"	1870	57.53
"ENSG00000104856"	"protein_coding"	1489	64.45
"ENSG00000226804"	"pseudogene"	856	42.41
"ENSG00000226805"	"pseudogene"	1228	58.26
"ENSG00000226806"	"antisense"	1862	44.20
"ENSG00000226807"	"polymorphic_pseudogene"	3106	60.18
"ENSG00000226800"	"protein_coding"	1708	65.46
"ENSG00000226801"	"pseudogene"	442	44.34
"ENSG00000226802"	"pseudogene"	857	51.69
"ENSG00000239317"	"pseudogene"	238	44.12
"ENSG00000239319"	"misc_RNA"	293	52.56
"ENSG00000226808"	"lincRNA"	1974	44.22
"ENSG00000254573"	"lincRNA"	514	55.45
"ENSG00000202569"	"miRNA"	73	56.16
"ENSG00000185008"	"protein_coding"	3871	44.50
"ENSG00000185009"	"protein_coding"	1736	45.47
"ENSG00000202566"	"miRNA"	85	38.82
"ENSG00000185002"	"protein_coding"	2040	41.52
"ENSG00000202560"	"miRNA"	78	30.77
"ENSG00000185000"	"protein_coding"	1021	62.81
"ENSG00000210107"	"Mt_tRNA"	72	48.61
"ENSG00000254572"	"pseudogene"	1009	50.74
"ENSG00000255475"	"lincRNA"	593	52.45
"ENSG00000217862"	"pseudogene"	265	54.34
"ENSG00000212928"	"protein_coding"	1404	30.41
"ENSG00000140598"	"protein_coding"	1102	45.98
"ENSG00000251998"	"snRNA"	101	36.63
"ENSG00000251999"	"snoRNA"	133	39.85
"ENSG00000213155"	"pseudogene"	490	43.06
"ENSG00000213152"	"pseudogene"	791	51.45
"ENSG00000213153"	"pseudogene"	751	59.79
"ENSG00000213150"	"pseudogene"	860	62.44
"ENSG00000251990"	"rRNA"	101	43.56
"ENSG00000251991"	"snRNA"	62	38.71
"ENSG00000251992"	"snoRNA"	144	61.11
"ENSG00000251993"	"rRNA"	113	41.59
"ENSG00000251994"	"snRNA"	142	47.89
"ENSG00000251995"	"misc_RNA"	86	47.67
"ENSG00000251996"	"misc_RNA"	112	41.96
"ENSG00000251997"	"rRNA"	119	42.02
"ENSG00000207302"	"misc_RNA"	110	41.82
"ENSG00000207303"	"misc_RNA"	102	43.14
"ENSG00000207300"	"misc_RNA"	113	38.94
"ENSG00000207306"	"snRNA"	107	38.32
"ENSG00000207307"	"snRNA"	106	43.40
"ENSG00000207304"	"snoRNA"	139	42.45
"ENSG00000207305"	"misc_RNA"	108	38.89
"ENSG00000131263"	"protein_coding"	5897	40.20
"ENSG00000207309"	"snRNA"	139	41.01
"ENSG00000164073"	"protein_coding"	1543	40.21
"ENSG00000238542"	"snRNA"	79	32.91
"ENSG00000238049"	"pseudogene"	268	42.54
"ENSG00000152104"	"protein_coding"	2825	52.85
"ENSG00000238047"	"pseudogene"	901	39.07
"ENSG00000238046"	"pseudogene"	195	34.36
"ENSG00000238045"	"antisense"	1349	61.67
"ENSG00000238043"	"lincRNA"	566	51.77
"ENSG00000238042"	"lincRNA"	662	46.50
"ENSG00000238041"	"pseudogene"	259	48.65
"ENSG00000238040"	"pseudogene"	2910	48.66
"ENSG00000102931"	"protein_coding"	1074	48.55
"ENSG00000238541"	"snoRNA"	103	40.78
"ENSG00000102935"	"protein_coding"	3911	55.36
"ENSG00000102934"	"protein_coding"	877	60.48
"ENSG00000238546"	"snoRNA"	104	40.38
"ENSG00000238547"	"snoRNA"	107	39.25
"ENSG00000238544"	"snoRNA"	104	37.50
"ENSG00000220076"	"pseudogene"	123	47.15
"ENSG00000238545"	"snoRNA"	102	40.20
"ENSG00000123329"	"protein_coding"	1236	59.10
"ENSG00000227869"	"lincRNA"	495	36.91
"ENSG00000227868"	"protein_coding"	509	49.66
"ENSG00000251334"	"pseudogene"	295	47.80
"ENSG00000227864"	"pseudogene"	388	37.11
"ENSG00000227867"	"pseudogene"	332	39.46
"ENSG00000266069"	"miRNA"	99	61.62
"ENSG00000251330"	"antisense"	514	43.58
"ENSG00000178836"	"pseudogene"	740	51.72
"ENSG00000227863"	"lincRNA"	673	40.56
"ENSG00000227862"	"pseudogene"	970	42.68
"ENSG00000252977"	"rRNA"	79	46.84
"ENSG00000167159"	"processed_transcript"	1865	48.11
"ENSG00000252975"	"misc_RNA"	92	35.87
"ENSG00000252974"	"miRNA"	69	78.26
"ENSG00000252973"	"snRNA"	93	37.63
"ENSG00000252972"	"rRNA"	97	51.55
"ENSG00000252971"	"snRNA"	102	35.29
"ENSG00000266067"	"miRNA"	84	79.76
"ENSG00000247240"	"antisense"	891	51.12
"ENSG00000252979"	"snRNA"	99	46.46
"ENSG00000167157"	"protein_coding"	865	69.17
"ENSG00000225597"	"protein_coding"	1652	41.22
"ENSG00000241169"	"lincRNA"	428	37.15
"ENSG00000225595"	"lincRNA"	2458	43.00
"ENSG00000225594"	"pseudogene"	471	38.85
"ENSG00000253100"	"lincRNA"	1131	43.94
"ENSG00000225591"	"pseudogene"	250	47.20
"ENSG00000185915"	"protein_coding"	2840	64.79
"ENSG00000241162"	"misc_RNA"	305	47.54
"ENSG00000241163"	"lincRNA"	873	48.63
"ENSG00000241167"	"misc_RNA"	279	51.61
"ENSG00000200543"	"misc_RNA"	318	55.66
"ENSG00000200545"	"snoRNA"	216	44.91
"ENSG00000200544"	"misc_RNA"	87	41.38
"ENSG00000200547"	"misc_RNA"	92	39.13
"ENSG00000007047"	"protein_coding"	4877	57.72
"ENSG00000204650"	"pseudogene"	880	47.74
"ENSG00000204653"	"protein_coding"	945	65.42
"ENSG00000204652"	"pseudogene"	394	51.92
"ENSG00000204655"	"protein_coding"	1148	51.54
"ENSG00000204657"	"protein_coding"	1063	53.43
"ENSG00000204659"	"protein_coding"	785	65.99
"ENSG00000204658"	"pseudogene"	320	49.06
"ENSG00000244234"	"pseudogene"	1581	43.14
"ENSG00000163380"	"protein_coding"	2848	42.41
"ENSG00000028137"	"protein_coding"	2058	62.05
"ENSG00000163386"	"protein_coding"	4095	48.09
"ENSG00000163389"	"protein_coding"	1527	46.86
"ENSG00000200898"	"snRNA"	107	40.19
"ENSG00000091039"	"protein_coding"	1748	44.97
"ENSG00000200893"	"snRNA"	107	41.12
"ENSG00000114405"	"protein_coding"	1083	39.56
"ENSG00000200891"	"snoRNA"	78	44.87
"ENSG00000200890"	"rRNA"	114	50.88
"ENSG00000200897"	"snoRNA"	81	45.68
"ENSG00000200895"	"misc_RNA"	320	47.19
"ENSG00000170889"	"protein_coding"	1051	58.39
"ENSG00000253105"	"lincRNA"	631	46.52
"ENSG00000265242"	"lincRNA"	1664	48.68
"ENSG00000247867"	"lincRNA"	1504	54.72
"ENSG00000059758"	"protein_coding"	1143	41.05
"ENSG00000175387"	"protein_coding"	10969	38.16
"ENSG00000262292"	"lincRNA"	1486	53.23
"ENSG00000228518"	"pseudogene"	827	56.11
"ENSG00000228519"	"pseudogene"	606	50.66
"ENSG00000265247"	"miRNA"	80	56.25
"ENSG00000228517"	"protein_coding"	1288	61.02
"ENSG00000228510"	"pseudogene"	1320	47.20
"ENSG00000255167"	"antisense"	723	38.31
"ENSG00000228512"	"lincRNA"	523	43.59
"ENSG00000228513"	"pseudogene"	1090	37.61
"ENSG00000173928"	"protein_coding"	1662	53.85
"ENSG00000233839"	"pseudogene"	410	53.90
"ENSG00000233838"	"pseudogene"	651	45.89
"ENSG00000223437"	"pseudogene"	114	39.47
"ENSG00000233833"	"pseudogene"	1160	37.59
"ENSG00000233832"	"pseudogene"	105	42.86
"ENSG00000122490"	"protein_coding"	1844	62.22
"ENSG00000233830"	"pseudogene"	687	53.57
"ENSG00000233837"	"pseudogene"	807	49.69
"ENSG00000040199"	"protein_coding"	4367	46.66
"ENSG00000173926"	"protein_coding"	1389	49.58
"ENSG00000233834"	"lincRNA"	694	41.99
"ENSG00000226026"	"antisense"	1484	50.23
"ENSG00000226024"	"pseudogene"	274	53.28
"ENSG00000226025"	"lincRNA"	1810	45.72
"ENSG00000226022"	"processed_transcript"	299	44.82
"ENSG00000226023"	"protein_coding"	1288	60.87
"ENSG00000226020"	"pseudogene"	370	63.51
"ENSG00000139289"	"protein_coding"	8069	44.34
"ENSG00000226028"	"pseudogene"	534	56.37
"ENSG00000226029"	"lincRNA"	3245	45.92
"ENSG00000183426"	"protein_coding"	1678	49.35
"ENSG00000224600"	"pseudogene"	350	48.29
"ENSG00000158286"	"protein_coding"	1614	61.78
"ENSG00000236959"	"pseudogene"	882	39.80
"ENSG00000183421"	"protein_coding"	3239	60.65
"ENSG00000236958"	"sense_intronic"	207	46.86
"ENSG00000260329"	"antisense"	1469	45.75
"ENSG00000187516"	"protein_coding"	500	48.20
"ENSG00000127515"	"protein_coding"	930	46.67
"ENSG00000187514"	"protein_coding"	877	52.95
"ENSG00000260328"	"lincRNA"	3077	53.92
"ENSG00000127511"	"protein_coding"	5081	60.45
"ENSG00000187510"	"protein_coding"	2248	40.19
"ENSG00000236956"	"pseudogene"	1461	45.17
"ENSG00000139985"	"protein_coding"	2406	43.64
"ENSG00000254469"	"protein_coding"	777	47.32
"ENSG00000011304"	"protein_coding"	2986	57.38
"ENSG00000254467"	"lincRNA"	666	46.40
"ENSG00000260882"	"pseudogene"	438	54.11
"ENSG00000254465"	"pseudogene"	2266	39.06
"ENSG00000254464"	"pseudogene"	871	38.58
"ENSG00000254463"	"pseudogene"	480	45.21
"ENSG00000254462"	"protein_coding"	585	55.56
"ENSG00000254461"	"antisense"	539	54.55
"ENSG00000254460"	"sense_intronic"	386	50.78
"ENSG00000139988"	"protein_coding"	1236	52.65
"ENSG00000253208"	"pseudogene"	795	48.05
"ENSG00000253209"	"IG_V_pseudogene"	341	52.49
"ENSG00000236951"	"lincRNA"	1842	49.66
"ENSG00000253202"	"IG_V_pseudogene"	253	52.96
"ENSG00000253203"	"pseudogene"	1017	50.89
"ENSG00000253200"	"antisense"	2750	55.27
"ENSG00000125912"	"protein_coding"	3732	65.35
"ENSG00000253207"	"protein_coding"	885	37.56
"ENSG00000125910"	"protein_coding"	1594	68.13
"ENSG00000253205"	"lincRNA"	702	42.45
"ENSG00000219607"	"protein_coding"	1736	66.13
"ENSG00000205212"	"protein_coding"	1333	50.26
"ENSG00000169439"	"protein_coding"	1299	46.57
"ENSG00000263167"	"antisense"	362	64.92
"ENSG00000251171"	"antisense"	637	42.07
"ENSG00000205217"	"pseudogene"	1065	45.87
"ENSG00000187957"	"protein_coding"	2051	49.58
"ENSG00000229509"	"pseudogene"	112	41.07
"ENSG00000260583"	"antisense"	557	44.17
"ENSG00000253108"	"lincRNA"	582	43.13
"ENSG00000108468"	"protein_coding"	1189	49.07
"ENSG00000130449"	"protein_coding"	5501	47.06
"ENSG00000219736"	"pseudogene"	1408	35.58
"ENSG00000226155"	"antisense"	414	49.51
"ENSG00000187954"	"protein_coding"	1988	63.26
"ENSG00000260586"	"sense_intronic"	698	52.01
"ENSG00000158864"	"protein_coding"	1022	52.33
"ENSG00000158865"	"protein_coding"	1850	55.63
"ENSG00000226150"	"antisense"	569	53.60
"ENSG00000202502"	"rRNA"	117	53.85
"ENSG00000004961"	"protein_coding"	1449	46.41
"ENSG00000158869"	"protein_coding"	568	48.78
"ENSG00000264658"	"miRNA"	75	36.00
"ENSG00000255472"	"protein_coding"	492	47.36
"ENSG00000216819"	"pseudogene"	871	59.70
"ENSG00000187955"	"protein_coding"	3697	46.32
"ENSG00000177551"	"protein_coding"	3531	47.09
"ENSG00000218073"	"pseudogene"	486	56.17
"ENSG00000266531"	"miRNA"	82	64.63
"ENSG00000178015"	"protein_coding"	2065	64.36
"ENSG00000065485"	"protein_coding"	1066	50.81
"ENSG00000252159"	"misc_RNA"	96	40.62
"ENSG00000252158"	"snoRNA"	94	31.91
"ENSG00000155368"	"protein_coding"	702	50.05
"ENSG00000216813"	"pseudogene"	397	44.58
"ENSG00000128335"	"protein_coding"	1122	55.01
"ENSG00000017260"	"protein_coding"	2731	41.22
"ENSG00000252151"	"snRNA"	103	44.66
"ENSG00000155363"	"protein_coding"	1720	56.15
"ENSG00000252153"	"miRNA"	96	58.33
"ENSG00000252155"	"snRNA"	108	47.22
"ENSG00000252154"	"snoRNA"	74	32.43
"ENSG00000252157"	"snRNA"	105	36.19
"ENSG00000252156"	"snRNA"	100	40.00
"ENSG00000106028"	"protein_coding"	939	42.37
"ENSG00000216817"	"pseudogene"	2116	53.78
"ENSG00000243156"	"protein_coding"	2798	56.18
"ENSG00000243155"	"processed_transcript"	2424	53.92
"ENSG00000170579"	"protein_coding"	2536	49.90
"ENSG00000243153"	"antisense"	514	53.11
"ENSG00000160293"	"protein_coding"	3131	55.74
"ENSG00000243150"	"lincRNA"	1056	43.09
"ENSG00000170571"	"protein_coding"	2180	38.15
"ENSG00000170577"	"protein_coding"	2205	61.86
"ENSG00000160298"	"protein_coding"	2012	60.92
"ENSG00000160299"	"protein_coding"	3278	53.28
"ENSG00000106819"	"protein_coding"	1562	37.08
"ENSG00000115128"	"protein_coding"	745	42.41
"ENSG00000266397"	"antisense"	568	44.37
"ENSG00000234559"	"pseudogene"	370	43.24
"ENSG00000138587"	"protein_coding"	1048	40.11
"ENSG00000229466"	"lincRNA"	456	41.89
"ENSG00000252935"	"snRNA"	108	33.33
"ENSG00000219451"	"pseudogene"	428	49.77
"ENSG00000160741"	"protein_coding"	1378	57.91
"ENSG00000219453"	"pseudogene"	279	51.97
"ENSG00000215131"	"protein_coding"	918	66.93
"ENSG00000160746"	"protein_coding"	1130	47.37
"ENSG00000187642"	"protein_coding"	2435	64.71
"ENSG00000228033"	"lincRNA"	471	37.57
"ENSG00000171199"	"protein_coding"	796	43.93
"ENSG00000228032"	"protein_coding"	1624	53.76
"ENSG00000171195"	"protein_coding"	1360	41.46
"ENSG00000234553"	"sense_intronic"	536	47.95
"ENSG00000231523"	"pseudogene"	648	38.12
"ENSG00000231521"	"antisense"	285	43.51
"ENSG00000234552"	"pseudogene"	252	53.17
"ENSG00000231527"	"lincRNA"	752	49.31
"ENSG00000231525"	"pseudogene"	590	40.51
"ENSG00000031823"	"protein_coding"	2911	59.61
"ENSG00000147246"	"protein_coding"	4230	42.02
"ENSG00000228037"	"antisense"	626	48.40
"ENSG00000179766"	"pseudogene"	2489	43.74
"ENSG00000231528"	"lincRNA"	5862	55.14
"ENSG00000199085"	"miRNA"	68	45.59
"ENSG00000234554"	"lincRNA"	244	47.13
"ENSG00000223245"	"snRNA"	118	56.78
"ENSG00000253358"	"antisense"	398	39.20
"ENSG00000228035"	"antisense"	2610	42.72
"ENSG00000223244"	"miRNA"	80	72.50
"ENSG00000234556"	"lincRNA"	742	41.24
"ENSG00000223247"	"snRNA"	191	43.46
"ENSG00000261197"	"pseudogene"	291	66.67
"ENSG00000199924"	"snRNA"	104	39.42
"ENSG00000241768"	"lincRNA"	499	47.48
"ENSG00000198307"	"protein_coding"	517	63.25
"ENSG00000198305"	"pseudogene"	2117	46.74
"ENSG00000199080"	"miRNA"	119	57.14
"ENSG00000198301"	"protein_coding"	1282	43.05
"ENSG00000198300"	"protein_coding"	4074	50.24
"ENSG00000228295"	"lincRNA"	557	38.42
"ENSG00000241767"	"lincRNA"	695	41.53
"ENSG00000199920"	"snRNA"	141	42.55
"ENSG00000171223"	"protein_coding"	1815	65.07
"ENSG00000171222"	"protein_coding"	1314	66.65
"ENSG00000171224"	"protein_coding"	737	58.77
"ENSG00000171227"	"protein_coding"	956	58.25
"ENSG00000207149"	"snRNA"	101	41.58
"ENSG00000239134"	"snoRNA"	105	40.00
"ENSG00000252879"	"misc_RNA"	156	51.92
"ENSG00000236347"	"lincRNA"	597	37.19
"ENSG00000135250"	"protein_coding"	1351	46.13
"ENSG00000135253"	"processed_transcript"	3101	65.15
"ENSG00000199654"	"rRNA"	119	55.46
"ENSG00000255464"	"pseudogene"	178	40.45
"ENSG00000235872"	"antisense"	777	42.47
"ENSG00000239137"	"snoRNA"	104	48.08
"ENSG00000253789"	"pseudogene"	514	38.54
"ENSG00000220201"	"protein_coding"	1319	61.86
"ENSG00000253787"	"protein_coding"	454	45.15
"ENSG00000253786"	"IG_V_pseudogene"	244	57.79
"ENSG00000253785"	"pseudogene"	864	42.59
"ENSG00000253784"	"lincRNA"	488	50.00
"ENSG00000253783"	"lincRNA"	552	40.58
"ENSG00000253782"	"lincRNA"	460	51.30
"ENSG00000253781"	"pseudogene"	1027	52.58
"ENSG00000202072"	"misc_RNA"	95	37.89
"ENSG00000248122"	"pseudogene"	597	44.22
"ENSG00000248121"	"pseudogene"	525	45.94
"ENSG00000248120"	"pseudogene"	259	34.75
"ENSG00000248127"	"lincRNA"	691	59.48
"ENSG00000248126"	"pseudogene"	121	48.76
"ENSG00000248125"	"lincRNA"	561	41.95
"ENSG00000248124"	"pseudogene"	1474	40.66
"ENSG00000167216"	"protein_coding"	2867	45.25
"ENSG00000145088"	"protein_coding"	835	41.37
"ENSG00000236341"	"antisense"	610	50.66
"ENSG00000167210"	"protein_coding"	3281	53.57
"ENSG00000240710"	"antisense"	683	52.86
"ENSG00000214660"	"pseudogene"	1089	66.21
"ENSG00000240712"	"pseudogene"	440	40.68
"ENSG00000141971"	"protein_coding"	997	60.91
"ENSG00000240714"	"pseudogene"	625	60.32
"ENSG00000141977"	"protein_coding"	494	55.34
"ENSG00000249838"	"pseudogene"	285	44.21
"ENSG00000249839"	"pseudogene"	3235	51.90
"ENSG00000214669"	"pseudogene"	423	50.12
"ENSG00000214668"	"pseudogene"	971	65.71
"ENSG00000249834"	"pseudogene"	134	41.04
"ENSG00000249835"	"antisense"	438	39.00
"ENSG00000095585"	"protein_coding"	1162	46.60
"ENSG00000249833"	"antisense"	573	50.95
"ENSG00000249830"	"lincRNA"	574	48.43
"ENSG00000249831"	"lincRNA"	2672	36.75
"ENSG00000229468"	"pseudogene"	155	38.71
"ENSG00000176165"	"protein_coding"	2669	56.55
"ENSG00000176160"	"protein_coding"	4094	44.77
"ENSG00000202079"	"misc_RNA"	107	43.93
"ENSG00000146197"	"protein_coding"	6259	51.88
"ENSG00000236349"	"pseudogene"	1296	46.84
"ENSG00000132153"	"protein_coding"	1984	56.03
"ENSG00000146192"	"protein_coding"	2217	58.10
"ENSG00000148339"	"protein_coding"	2581	56.23
"ENSG00000264298"	"miRNA"	97	60.82
"ENSG00000222248"	"rRNA"	124	46.77
"ENSG00000104660"	"protein_coding"	1077	47.00
"ENSG00000222246"	"miRNA"	57	64.91
"ENSG00000264292"	"miRNA"	81	60.49
"ENSG00000222244"	"rRNA"	120	50.83
"ENSG00000264290"	"sense_intronic"	465	51.61
"ENSG00000148337"	"protein_coding"	1479	59.80
"ENSG00000264296"	"pseudogene"	445	41.80
"ENSG00000148335"	"protein_coding"	929	59.98
"ENSG00000148334"	"protein_coding"	1146	63.50
"ENSG00000095059"	"protein_coding"	1255	57.79
"ENSG00000135870"	"protein_coding"	4529	41.83
"ENSG00000002933"	"protein_coding"	1024	56.33
"ENSG00000243116"	"pseudogene"	878	43.85
"ENSG00000254863"	"lincRNA"	487	50.48
"ENSG00000243115"	"misc_RNA"	293	50.51
"ENSG00000253250"	"protein_coding"	894	42.06
"ENSG00000148484"	"protein_coding"	2475	46.48
"ENSG00000138166"	"protein_coding"	1395	59.00
"ENSG00000148481"	"protein_coding"	1553	36.68
"ENSG00000138160"	"protein_coding"	4858	38.35
"ENSG00000148483"	"protein_coding"	4035	40.01
"ENSG00000148482"	"protein_coding"	2518	42.28
"ENSG00000148488"	"protein_coding"	1181	40.81
"ENSG00000266252"	"miRNA"	100	59.00
"ENSG00000237922"	"pseudogene"	656	41.01
"ENSG00000238540"	"snRNA"	61	44.26
"ENSG00000241449"	"lincRNA"	571	45.62
"ENSG00000212277"	"snoRNA"	63	39.68
"ENSG00000253256"	"antisense"	638	41.22
"ENSG00000237924"	"pseudogene"	463	41.90
"ENSG00000173269"	"protein_coding"	1849	56.96
"ENSG00000233318"	"pseudogene"	356	45.79
"ENSG00000233319"	"pseudogene"	472	50.42
"ENSG00000233316"	"lincRNA"	593	53.66
"ENSG00000173262"	"protein_coding"	1373	50.90
"ENSG00000173261"	"protein_coding"	629	49.72
"ENSG00000173267"	"protein_coding"	705	61.70
"ENSG00000233313"	"pseudogene"	271	63.47
"ENSG00000233311"	"pseudogene"	712	45.79
"ENSG00000013573"	"protein_coding"	1673	56.98
"ENSG00000110274"	"protein_coding"	2203	55.65
"ENSG00000224769"	"pseudogene"	1680	59.94
"ENSG00000258929"	"protein_coding"	964	51.80
"ENSG00000258926"	"antisense"	593	50.42
"ENSG00000258927"	"lincRNA"	1714	47.67
"ENSG00000258924"	"protein_coding"	671	58.88
"ENSG00000258925"	"pseudogene"	826	42.01
"ENSG00000258922"	"processed_transcript"	464	38.36
"ENSG00000258923"	"pseudogene"	1792	38.50
"ENSG00000258920"	"protein_coding"	1077	58.12
"ENSG00000258921"	"antisense"	488	49.80
"ENSG00000265528"	"miRNA"	70	55.71
"ENSG00000265529"	"miRNA"	135	79.26
"ENSG00000223198"	"snRNA"	212	38.21
"ENSG00000265522"	"miRNA"	63	58.73
"ENSG00000265523"	"miRNA"	52	36.54
"ENSG00000223197"	"snRNA"	100	36.00
"ENSG00000171262"	"protein_coding"	2101	36.06
"ENSG00000265526"	"miRNA"	62	59.68
"ENSG00000223190"	"misc_RNA"	284	53.17
"ENSG00000265524"	"miRNA"	97	54.64
"ENSG00000223192"	"misc_RNA"	76	46.05
"ENSG00000254867"	"pseudogene"	653	56.05
"ENSG00000111711"	"protein_coding"	1075	38.78
"ENSG00000227189"	"antisense"	2165	51.45
"ENSG00000035499"	"protein_coding"	1346	42.64
"ENSG00000218410"	"pseudogene"	1646	41.01
"ENSG00000218416"	"protein_coding"	1497	55.56
"ENSG00000218418"	"pseudogene"	3853	45.63
"ENSG00000101825"	"protein_coding"	9777	50.28
"ENSG00000111716"	"protein_coding"	766	43.74
"ENSG00000081721"	"protein_coding"	894	48.19
"ENSG00000239608"	"antisense"	588	57.65
"ENSG00000264578"	"antisense"	729	57.89
"ENSG00000239607"	"misc_RNA"	273	57.88
"ENSG00000173486"	"protein_coding"	708	62.45
"ENSG00000173482"	"protein_coding"	2349	47.29
"ENSG00000173480"	"protein_coding"	3574	46.16
"ENSG00000239605"	"protein_coding"	971	47.87
"ENSG00000241499"	"pseudogene"	314	47.13
"ENSG00000254865"	"antisense"	522	37.74
"ENSG00000228789"	"lincRNA"	1101	51.44
"ENSG00000224972"	"processed_transcript"	553	43.22
"ENSG00000224973"	"processed_transcript"	1151	45.48
"ENSG00000235419"	"processed_transcript"	517	45.63
"ENSG00000224971"	"pseudogene"	288	45.83
"ENSG00000224976"	"pseudogene"	3275	45.95
"ENSG00000224977"	"lincRNA"	335	58.21
"ENSG00000224975"	"protein_coding"	945	52.38
"ENSG00000235413"	"pseudogene"	979	54.65
"ENSG00000235412"	"lincRNA"	1346	43.02
"ENSG00000235411"	"pseudogene"	1155	45.11
"ENSG00000235410"	"antisense"	790	49.75
"ENSG00000235416"	"pseudogene"	757	40.03
"ENSG00000235415"	"lincRNA"	381	52.23
"ENSG00000235414"	"pseudogene"	873	50.86
"ENSG00000062282"	"protein_coding"	2327	55.70
"ENSG00000254864"	"antisense"	550	47.09
"ENSG00000175886"	"protein_coding"	804	53.23
"ENSG00000236858"	"lincRNA"	2383	42.72
"ENSG00000236859"	"lincRNA"	929	48.98
"ENSG00000236852"	"pseudogene"	1077	35.84
"ENSG00000236853"	"pseudogene"	914	57.00
"ENSG00000236850"	"pseudogene"	1448	46.38
"ENSG00000236856"	"lincRNA"	549	47.36
"ENSG00000236857"	"pseudogene"	550	37.82
"ENSG00000236854"	"lincRNA"	482	51.87
"ENSG00000145506"	"protein_coding"	1138	66.60
"ENSG00000140750"	"protein_coding"	1554	50.60
"ENSG00000238301"	"snoRNA"	104	35.58
"ENSG00000232197"	"antisense"	429	59.21
"ENSG00000232196"	"protein_coding"	1231	40.21
"ENSG00000232195"	"pseudogene"	237	43.88
"ENSG00000232194"	"antisense"	718	44.43
"ENSG00000232193"	"lincRNA"	784	36.99
"ENSG00000170906"	"protein_coding"	507	57.98
"ENSG00000174282"	"protein_coding"	5861	57.41
"ENSG00000232190"	"lincRNA"	4083	50.48
"ENSG00000226996"	"lincRNA"	532	41.40
"ENSG00000170909"	"protein_coding"	1503	63.29
"ENSG00000232199"	"pseudogene"	1191	49.45
"ENSG00000232198"	"pseudogene"	653	35.99
"ENSG00000250804"	"pseudogene"	925	48.43
"ENSG00000250807"	"pseudogene"	601	58.44
"ENSG00000250806"	"lincRNA"	469	36.67
